,carat,cut,color,clarity,depth,table,price,x,y,z,clarity_num,color_num
18854,1.22,Premium,G,VS2,61.2,58.0,7729.0,6.81,6.91,4.2,3.0,3.0
18855,1.03,Premium,G,VVS2,60.4,59.0,7729.0,6.58,6.56,3.97,5.0,3.0
18856,1.52,Ideal,H,SI1,61.5,57.0,7729.0,7.39,7.31,4.52,2.0,2.0
18857,1.36,Premium,G,SI1,60.6,59.0,7729.0,7.21,7.17,4.36,2.0,3.0
18858,1.53,Very Good,J,SI1,61.7,58.0,7730.0,7.43,7.47,4.6,2.0,0.0
18859,1.7,Very Good,J,VS2,63.2,58.0,7730.0,7.56,7.5,4.76,3.0,0.0
18860,1.29,Premium,F,SI1,62.5,60.0,7730.0,6.97,6.91,4.34,2.0,4.0
18861,1.17,Premium,G,SI1,62.6,55.0,7731.0,6.75,6.7,4.21,2.0,3.0
18862,1.31,Premium,H,VS2,59.8,58.0,7732.0,7.19,7.09,4.27,3.0,2.0
18863,1.55,Premium,J,VS1,61.6,58.0,7733.0,7.39,7.42,4.56,4.0,0.0
18864,1.57,Ideal,J,SI1,62.3,57.0,7737.0,7.45,7.39,4.62,2.0,0.0
18865,1.51,Very Good,E,SI2,63.3,58.0,7737.0,7.19,7.16,4.54,1.0,5.0
18866,1.5,Good,F,SI2,62.4,55.0,7738.0,7.27,7.34,4.56,1.0,4.0
18867,1.02,Very Good,E,VS1,60.5,60.0,7738.0,6.49,6.54,3.94,4.0,5.0
18868,1.22,Ideal,H,VS1,60.4,57.0,7738.0,6.86,6.89,4.15,4.0,2.0
18869,1.41,Good,G,SI1,63.7,57.0,7738.0,7.13,7.03,4.51,2.0,3.0
18870,1.04,Ideal,G,VVS1,62.8,56.0,7738.0,6.49,6.45,4.06,6.0,3.0
18871,1.64,Very Good,J,SI1,62.6,59.0,7739.0,7.45,7.51,4.68,2.0,0.0
18872,1.02,Very Good,F,VS1,61.3,58.0,7740.0,6.46,6.52,3.98,4.0,4.0
18873,1.11,Ideal,F,VS2,61.6,57.0,7740.0,6.65,6.67,4.1,3.0,4.0
18874,1.52,Ideal,J,VS1,61.3,55.0,7740.0,7.42,7.39,4.54,4.0,0.0
18875,1.01,Premium,F,VVS1,62.5,58.0,7741.0,6.35,6.41,3.99,6.0,4.0
18876,1.72,Good,J,SI2,63.2,57.0,7741.0,7.56,7.6,4.79,1.0,0.0
18877,1.02,Premium,G,VVS2,62.2,60.0,7741.0,6.43,6.39,3.99,5.0,3.0
18878,1.02,Premium,G,VVS2,62.6,59.0,7741.0,6.46,6.41,4.03,5.0,3.0
18879,1.2,Ideal,G,VS2,62.1,56.0,7741.0,6.84,6.78,4.23,3.0,3.0
18880,1.2,Very Good,G,VS2,63.3,58.0,7741.0,6.74,6.66,4.24,3.0,3.0
18881,1.33,Ideal,H,SI1,60.1,57.0,7742.0,7.14,7.2,4.31,2.0,2.0
18882,1.0,Very Good,G,VS2,61.1,55.0,7743.0,6.44,6.5,3.95,3.0,3.0
18883,1.24,Ideal,H,VS1,61.6,56.0,7743.0,6.95,6.87,4.26,4.0,2.0
18884,1.51,Very Good,J,VS2,61.0,58.0,7744.0,7.35,7.41,4.5,3.0,0.0
18885,1.0,Premium,E,VS1,60.4,59.0,7744.0,6.51,6.54,3.94,4.0,5.0
18886,1.0,Ideal,G,VVS2,60.8,57.0,7744.0,6.45,6.47,3.93,5.0,3.0
18887,1.01,Ideal,F,VS1,62.0,57.0,7745.0,6.42,6.46,3.99,4.0,4.0
18888,1.61,Premium,H,SI2,61.4,62.0,7745.0,7.54,7.48,4.62,1.0,2.0
18889,1.52,Fair,I,SI1,64.6,58.0,7746.0,7.24,7.21,4.68,2.0,1.0
18890,1.3,Very Good,H,VS1,61.9,56.0,7747.0,6.97,7.05,4.34,4.0,2.0
18891,0.9,Very Good,E,IF,63.9,55.0,7747.0,6.05,6.09,3.88,7.0,5.0
18892,1.07,Ideal,G,VS1,62.2,56.0,7748.0,6.53,6.56,4.07,4.0,3.0
18893,1.64,Very Good,J,SI2,62.0,59.0,7750.0,7.47,7.52,4.65,1.0,0.0
18894,1.14,Ideal,G,VS1,60.9,57.0,7750.0,6.7,6.82,4.12,4.0,3.0
18895,1.04,Very Good,E,VS1,63.0,55.0,7751.0,6.45,6.5,4.08,4.0,5.0
18896,1.31,Ideal,I,VS1,62.2,57.0,7751.0,7.0,7.03,4.36,4.0,1.0
18897,1.07,Premium,D,VS2,61.3,59.0,7751.0,6.61,6.53,4.03,3.0,6.0
18898,1.13,Premium,D,VS2,61.7,58.0,7751.0,6.7,6.65,4.12,3.0,6.0
18899,1.03,Ideal,F,VS1,59.0,55.0,7752.0,6.67,6.62,3.92,4.0,4.0
18900,1.61,Premium,H,SI1,62.8,58.0,7754.0,7.47,7.4,4.67,2.0,2.0
18901,1.57,Premium,I,VS2,62.2,58.0,7755.0,7.43,7.35,4.59,3.0,1.0
18902,1.42,Premium,F,SI2,59.7,57.0,7755.0,7.33,7.3,4.37,1.0,4.0
18903,1.13,Ideal,F,VS2,61.8,54.0,7756.0,6.72,6.73,4.15,3.0,4.0
18904,1.71,Premium,J,SI1,61.9,58.0,7757.0,7.62,7.56,4.7,2.0,0.0
18905,1.52,Premium,J,VS2,62.0,59.0,7758.0,7.28,7.31,4.52,3.0,0.0
18906,1.11,Ideal,G,VS1,62.6,57.0,7758.0,6.64,6.59,4.14,4.0,3.0
18907,1.51,Premium,H,SI1,62.8,60.0,7759.0,7.22,7.14,4.51,2.0,2.0
18908,1.52,Very Good,J,SI1,59.9,57.0,7759.0,7.45,7.47,4.47,2.0,0.0
18909,1.3,Premium,I,IF,61.8,58.0,7760.0,7.0,6.95,4.31,7.0,1.0
18910,1.12,Premium,F,VS1,61.8,59.0,7761.0,6.65,6.75,4.14,4.0,4.0
18911,1.2,Ideal,D,SI1,62.7,55.0,7761.0,6.71,6.79,4.23,2.0,6.0
18912,1.1,Premium,F,VS1,60.9,61.0,7762.0,6.7,6.64,4.06,4.0,4.0
18913,1.05,Ideal,E,VS1,62.6,57.0,7762.0,6.5,6.44,4.05,4.0,5.0
18914,1.0,Premium,G,VVS2,61.6,61.0,7762.0,6.38,6.35,3.92,5.0,3.0
18915,1.56,Premium,J,VS2,61.7,58.0,7763.0,7.41,7.46,4.59,3.0,0.0
18916,1.52,Premium,H,SI2,62.0,58.0,7764.0,7.37,7.34,4.56,1.0,2.0
18917,1.51,Premium,I,SI2,62.7,55.0,7766.0,7.37,7.28,4.59,1.0,1.0
18918,1.38,Ideal,F,SI2,62.0,58.0,7767.0,7.12,7.17,4.43,1.0,4.0
18919,1.07,Very Good,E,VS1,62.0,60.0,7768.0,6.49,6.58,4.05,4.0,5.0
18920,1.2,Ideal,H,VS1,62.3,54.0,7768.0,6.78,6.86,4.25,4.0,2.0
18921,1.01,Good,E,VVS2,64.3,58.0,7769.0,6.34,6.28,4.06,5.0,5.0
18922,1.77,Ideal,J,SI2,62.0,56.0,7771.0,7.78,7.74,4.81,1.0,0.0
18923,1.49,Very Good,G,SI2,62.5,58.0,7773.0,7.2,7.26,4.52,1.0,3.0
18924,1.42,Ideal,J,VVS2,61.9,55.0,7773.0,7.19,7.24,4.47,5.0,0.0
18925,1.5,Very Good,H,SI2,61.3,59.0,7774.0,7.38,7.41,4.53,1.0,2.0
18926,1.5,Very Good,H,SI2,62.3,60.0,7775.0,7.28,7.22,4.52,1.0,2.0
18927,1.61,Very Good,I,SI2,60.9,63.0,7775.0,7.54,7.5,4.58,1.0,1.0
18928,1.06,Ideal,F,VS2,61.1,57.0,7776.0,6.6,6.57,4.03,3.0,4.0
18929,1.0,Very Good,E,VVS2,61.9,61.0,7777.0,6.38,6.42,3.96,5.0,5.0
18930,1.03,Premium,E,VS1,62.4,58.0,7778.0,6.41,6.5,4.03,4.0,5.0
18931,1.02,Very Good,E,VS1,60.1,59.0,7779.0,6.48,6.53,3.91,4.0,5.0
18932,1.59,Premium,D,SI2,59.4,61.0,7779.0,7.62,7.56,4.51,1.0,6.0
18933,1.34,Premium,G,VS2,61.0,60.0,7780.0,7.13,7.07,4.33,3.0,3.0
18934,1.51,Ideal,H,SI1,61.7,56.0,7780.0,7.25,7.18,4.45,2.0,2.0
18935,1.08,Ideal,F,VS2,61.0,57.0,7781.0,6.61,6.68,4.06,3.0,4.0
18936,1.12,Premium,F,VS1,62.1,60.0,7781.0,6.62,6.58,4.1,4.0,4.0
18937,1.22,Ideal,G,VS2,62.0,55.0,7783.0,6.83,6.87,4.25,3.0,3.0
18938,1.01,Very Good,D,VS1,63.1,56.0,7785.0,6.38,6.33,4.01,4.0,6.0
18939,1.26,Very Good,D,SI1,59.9,59.0,7785.0,7.02,7.14,4.24,2.0,6.0
18940,1.01,Premium,D,VS1,61.1,61.0,7785.0,6.46,6.4,3.93,4.0,6.0
18941,1.21,Good,F,VS2,63.5,55.0,7786.0,6.71,6.77,4.28,3.0,4.0
18942,1.21,Very Good,H,VS1,62.8,54.4,7786.0,6.78,6.81,4.26,4.0,2.0
18943,1.21,Very Good,G,VS2,62.0,58.0,7787.0,6.73,6.82,4.2,3.0,3.0
18944,1.06,Ideal,E,VS2,61.8,55.0,7788.0,6.59,6.51,4.05,3.0,5.0
18945,1.21,Ideal,H,IF,61.0,57.0,7789.0,6.79,6.89,4.17,7.0,2.0
18946,1.06,Ideal,G,VS1,61.2,56.0,7790.0,6.56,6.62,4.03,4.0,3.0
18947,1.29,Ideal,F,SI1,61.4,61.0,7790.0,7.0,6.97,4.29,2.0,4.0
18948,1.01,Ideal,D,VS2,62.7,57.0,7792.0,6.39,6.36,4.0,3.0,6.0
18949,1.01,Ideal,F,VS1,60.7,57.0,7792.0,6.52,6.49,3.95,4.0,4.0
18950,1.21,Ideal,G,VS2,61.2,57.0,7792.0,6.9,6.85,4.21,3.0,3.0
18951,1.21,Premium,G,VS2,61.5,58.0,7792.0,6.84,6.81,4.2,3.0,3.0
18952,1.01,Premium,F,VS1,61.4,60.0,7792.0,6.45,6.39,3.94,4.0,4.0
18953,1.05,Very Good,D,VS2,59.7,58.0,7794.0,6.56,6.63,3.94,3.0,6.0
18954,1.2,Premium,G,VS2,58.2,59.0,7795.0,7.04,6.95,4.07,3.0,3.0
18955,1.09,Ideal,E,VS2,60.6,58.0,7796.0,6.66,6.7,4.05,3.0,5.0
18956,1.53,Very Good,I,SI1,63.1,56.0,7797.0,7.32,7.26,4.6,2.0,1.0
18957,1.02,Premium,G,VVS1,63.0,58.0,7797.0,6.43,6.4,4.04,6.0,3.0
18958,1.19,Premium,G,VS1,61.2,55.0,7797.0,6.86,6.81,4.18,4.0,3.0
18959,1.7,Premium,I,SI1,59.8,59.0,7797.0,7.72,7.7,4.61,2.0,1.0
18960,1.23,Very Good,D,SI1,59.7,58.0,7799.0,6.96,7.02,4.17,2.0,6.0
18961,1.02,Good,G,VVS2,63.1,59.0,7800.0,6.38,6.45,4.05,5.0,3.0
18962,1.24,Premium,G,VS1,62.0,59.0,7800.0,6.92,6.88,4.28,4.0,3.0
18963,1.29,Premium,H,VS2,60.7,61.0,7802.0,7.1,7.01,4.28,3.0,2.0
18964,1.72,Ideal,E,I1,62.2,55.0,7802.0,7.7,7.67,4.78,0.0,5.0
18965,1.23,Ideal,H,VS1,60.6,57.0,7803.0,6.94,6.98,4.22,4.0,2.0
18966,1.16,Very Good,F,VS2,60.2,63.0,7803.0,6.79,6.7,4.07,3.0,4.0
18967,1.01,Ideal,G,VVS1,61.7,57.0,7805.0,6.42,6.39,3.95,6.0,3.0
18968,1.01,Ideal,G,VVS2,62.4,59.0,7806.0,6.34,6.41,3.98,5.0,3.0
18969,1.21,Ideal,G,VS2,62.0,56.0,7806.0,6.87,6.77,4.23,3.0,3.0
18970,1.13,Ideal,G,VS1,61.0,56.4,7808.0,6.7,6.75,4.1,4.0,3.0
18971,1.56,Ideal,J,VS2,62.4,57.0,7809.0,7.39,7.46,4.63,3.0,0.0
18972,1.21,Ideal,H,SI1,60.7,57.0,7810.0,6.85,6.89,4.17,2.0,2.0
18973,1.21,Ideal,H,SI1,60.9,56.0,7810.0,6.89,6.94,4.21,2.0,2.0
18974,1.59,Premium,J,VS2,62.6,59.0,7811.0,7.43,7.45,4.66,3.0,0.0
18975,1.21,Ideal,H,VS1,62.4,53.0,7811.0,6.83,6.86,4.27,4.0,2.0
18976,1.0,Premium,D,VS1,62.1,55.0,7812.0,6.41,6.34,3.96,4.0,6.0
18977,1.0,Premium,D,VS1,62.7,54.0,7812.0,6.38,6.35,3.99,4.0,6.0
18978,1.51,Very Good,J,SI1,60.9,59.0,7812.0,7.33,7.41,4.49,2.0,0.0
18979,1.12,Ideal,F,SI1,61.7,56.0,7812.0,6.64,6.68,4.11,2.0,4.0
18980,1.5,Premium,H,SI2,62.2,60.0,7812.0,7.29,7.24,4.52,1.0,2.0
18981,1.0,Premium,D,VS1,62.7,62.0,7812.0,6.23,6.21,3.9,4.0,6.0
18982,1.57,Very Good,J,VS2,62.6,60.0,7813.0,7.34,7.41,4.62,3.0,0.0
18983,1.09,Ideal,E,VS2,62.1,57.0,7813.0,6.62,6.56,4.09,3.0,5.0
18984,1.09,Premium,E,VS2,61.6,59.0,7813.0,6.62,6.54,4.05,3.0,5.0
18985,1.01,Ideal,G,VS2,62.1,59.0,7814.0,6.39,6.43,3.98,3.0,3.0
18986,1.51,Good,I,SI2,63.6,60.0,7815.0,7.23,7.27,4.61,1.0,1.0
18987,1.13,Very Good,G,VS1,60.7,57.0,7815.0,6.68,6.72,4.07,4.0,3.0
18988,1.34,Premium,H,VS2,62.3,60.0,7816.0,7.05,7.02,4.38,3.0,2.0
18989,1.22,Premium,H,VS1,62.5,59.0,7816.0,6.85,6.79,4.26,4.0,2.0
18990,1.03,Premium,E,VS1,59.6,59.0,7817.0,6.59,6.57,3.92,4.0,5.0
18991,1.41,Premium,F,SI2,62.7,56.0,7817.0,7.21,7.15,4.5,1.0,4.0
18992,1.14,Ideal,F,VS2,61.9,57.0,7819.0,6.67,6.7,4.13,3.0,4.0
18993,1.5,Fair,J,VS1,60.1,61.0,7819.0,7.25,7.3,4.37,4.0,0.0
18994,1.09,Ideal,G,VS1,62.3,55.0,7820.0,6.59,6.63,4.12,4.0,3.0
18995,1.01,Premium,E,VS1,62.0,59.0,7821.0,6.38,6.42,3.97,4.0,5.0
18996,1.01,Premium,E,VS1,60.8,59.0,7821.0,6.42,6.46,3.92,4.0,5.0
18997,1.01,Premium,G,VVS2,61.9,59.0,7821.0,6.41,6.45,3.98,5.0,3.0
18998,1.07,Ideal,H,VVS2,61.3,57.0,7821.0,6.6,6.62,4.05,5.0,2.0
18999,1.51,Premium,J,SI1,59.9,60.0,7822.0,7.46,7.41,4.45,2.0,0.0
19000,1.0,Premium,G,IF,62.2,61.0,7822.0,6.41,6.38,3.98,7.0,3.0
19001,1.0,Premium,G,IF,61.4,59.0,7822.0,6.47,6.39,3.95,7.0,3.0
19002,1.51,Very Good,H,SI2,62.3,58.0,7823.0,7.29,7.25,4.53,1.0,2.0
19003,1.11,Ideal,F,VS2,61.9,55.0,7823.0,6.62,6.66,4.11,3.0,4.0
19004,1.08,Premium,D,VS2,61.2,60.0,7824.0,6.63,6.61,4.05,3.0,6.0
19005,1.26,Ideal,F,SI1,61.4,56.0,7824.0,6.99,6.93,4.27,2.0,4.0
19006,1.05,Good,E,VS1,63.1,59.0,7826.0,6.45,6.49,4.08,4.0,5.0
19007,1.21,Ideal,F,VS2,62.6,55.0,7826.0,6.8,6.75,4.24,3.0,4.0
19008,1.21,Very Good,F,VS2,63.3,58.0,7826.0,6.73,6.67,4.24,3.0,4.0
19009,1.21,Very Good,F,VS2,63.5,58.0,7826.0,6.76,6.73,4.28,3.0,4.0
19010,1.12,Premium,G,VS1,62.2,59.0,7827.0,6.61,6.58,4.1,4.0,3.0
19011,1.12,Ideal,G,VS1,62.2,56.0,7827.0,6.71,6.67,4.16,4.0,3.0
19012,1.29,Good,F,SI1,63.8,60.0,7828.0,6.9,6.86,4.39,2.0,4.0
19013,1.57,Very Good,J,VS2,60.2,59.0,7832.0,7.53,7.61,4.56,3.0,0.0
19014,1.57,Very Good,J,VS2,62.6,59.0,7832.0,7.39,7.43,4.64,3.0,0.0
19015,1.5,Fair,H,SI1,66.1,57.0,7832.0,7.06,6.98,4.64,2.0,2.0
19016,1.11,Premium,F,VS1,59.4,58.0,7832.0,6.81,6.75,4.03,4.0,4.0
19017,1.5,Premium,J,VS1,62.0,61.0,7832.0,7.37,7.24,4.53,4.0,0.0
19018,2.11,Very Good,G,I1,63.2,57.0,7834.0,8.13,8.07,5.12,0.0,3.0
19019,1.01,Very Good,F,VVS2,60.7,59.0,7835.0,6.4,6.46,3.9,5.0,4.0
19050,1.59,Very Good,I,SI2,61.6,57.0,7835.0,7.51,7.56,4.64,1.0,1.0
19051,1.06,Ideal,G,VVS2,62.9,56.0,7836.0,6.6,6.56,4.14,5.0,3.0
19052,1.02,Ideal,F,VS1,62.2,57.0,7836.0,6.39,6.43,3.99,4.0,4.0
19053,1.59,Premium,J,SI1,62.5,60.0,7836.0,7.46,7.42,4.65,2.0,0.0
19054,1.38,Very Good,H,SI1,63.2,56.0,7836.0,7.08,7.03,4.46,2.0,2.0
19055,1.01,Premium,E,VS1,62.9,60.0,7839.0,6.36,6.32,3.99,4.0,5.0
19056,1.25,Ideal,F,VS1,62.4,57.0,7840.0,6.9,6.83,4.29,4.0,4.0
19057,1.5,Very Good,J,VVS2,62.8,62.0,7840.0,7.22,7.25,4.54,5.0,0.0
19058,1.72,Ideal,H,SI1,62.2,57.0,7840.0,7.65,7.55,4.72,2.0,2.0
19059,1.0,Premium,G,VVS2,62.8,59.0,7840.0,6.43,6.38,4.02,5.0,3.0
19060,1.51,Very Good,I,SI2,60.0,59.0,7841.0,7.45,7.52,4.49,1.0,1.0
19061,1.61,Premium,J,VS2,61.7,59.0,7844.0,7.51,7.46,4.62,3.0,0.0
19062,1.26,Ideal,H,VS1,61.5,59.0,7845.0,6.94,6.91,4.26,4.0,2.0
19063,1.01,Very Good,G,VVS2,60.8,59.0,7847.0,6.42,6.5,3.93,5.0,3.0
19064,1.73,Good,J,SI1,63.8,60.0,7847.0,7.57,7.5,4.8,2.0,0.0
19065,1.51,Ideal,J,VS2,61.7,57.0,7847.0,7.44,7.4,4.58,3.0,0.0
19066,1.0,Premium,G,VVS1,62.9,53.0,7848.0,6.39,6.32,4.0,6.0,3.0
19067,1.51,Very Good,E,SI2,61.9,57.0,7848.0,7.35,7.41,4.57,1.0,5.0
19068,1.51,Good,J,VS1,60.6,55.0,7848.0,7.3,7.36,4.44,4.0,0.0
19069,1.51,Premium,J,VS1,62.3,59.0,7848.0,7.31,7.34,4.56,4.0,0.0
19070,1.51,Good,J,VS1,63.5,60.0,7848.0,7.23,7.29,4.61,4.0,0.0
19071,1.39,Premium,G,SI1,61.3,59.0,7848.0,7.15,7.24,4.41,2.0,3.0
19072,1.54,Premium,G,SI2,59.4,60.0,7848.0,7.52,7.49,4.46,1.0,3.0
19073,1.54,Fair,F,SI2,64.4,60.0,7848.0,7.26,7.16,4.64,1.0,4.0
19074,1.54,Ideal,I,VS2,60.7,56.0,7848.0,7.51,7.46,4.54,3.0,1.0
19075,1.27,Premium,H,VS2,61.1,58.0,7849.0,6.96,6.88,4.23,3.0,2.0
19076,1.0,Ideal,F,VVS2,61.5,55.0,7849.0,6.46,6.41,3.96,5.0,4.0
19077,1.22,Premium,G,VS1,61.6,60.0,7850.0,6.85,6.88,4.23,4.0,3.0
19078,1.33,Ideal,H,VS2,62.6,57.0,7850.0,7.02,6.98,4.38,3.0,2.0
19079,1.07,Ideal,F,VS1,62.1,55.0,7850.0,6.58,6.56,4.08,4.0,4.0
19080,1.04,Premium,D,VS2,61.1,60.0,7852.0,6.51,6.48,3.97,3.0,6.0
19081,2.5,Fair,G,I1,64.7,57.0,7854.0,8.48,8.44,5.47,0.0,3.0
19082,1.3,Premium,H,VS1,61.5,58.0,7855.0,6.98,6.96,4.29,4.0,2.0
19083,1.74,Premium,I,SI2,62.2,58.0,7858.0,7.65,7.61,4.75,1.0,1.0
19084,1.07,Ideal,G,VS1,62.1,57.0,7858.0,6.48,6.57,4.05,4.0,3.0
19085,1.53,Ideal,I,SI2,62.4,54.0,7859.0,7.34,7.41,4.6,1.0,1.0
19086,1.02,Very Good,G,VVS1,62.1,59.0,7861.0,6.36,6.39,3.96,6.0,3.0
19087,1.02,Good,G,VVS1,63.6,58.0,7861.0,6.37,6.4,4.06,6.0,3.0
19088,1.53,Very Good,H,SI1,63.1,56.0,7862.0,7.32,7.27,4.6,2.0,2.0
19089,1.5,Good,D,SI2,61.1,64.0,7862.0,7.35,7.26,4.46,1.0,6.0
19090,1.56,Good,H,SI1,63.7,57.0,7862.0,7.34,7.25,4.65,2.0,2.0
19091,1.8,Ideal,D,SI2,62.9,54.0,7862.0,7.77,7.74,4.88,1.0,6.0
19092,1.08,Very Good,G,VVS2,63.1,56.0,7862.0,6.58,6.51,4.13,5.0,3.0
19093,1.01,Premium,F,VS1,58.8,60.0,7862.0,6.59,6.51,3.85,4.0,4.0
19094,1.01,Premium,G,VVS2,60.7,58.0,7862.0,6.52,6.49,3.95,5.0,3.0
19095,1.11,Good,D,VS2,63.2,57.0,7863.0,6.61,6.64,4.18,3.0,6.0
19096,1.51,Premium,H,SI2,62.5,57.0,7864.0,7.36,7.26,4.57,1.0,2.0
19097,1.51,Premium,H,SI2,60.4,59.0,7864.0,7.3,7.27,4.4,1.0,2.0
19098,1.19,Premium,H,VS1,61.9,59.0,7864.0,6.83,6.75,4.2,4.0,2.0
19099,1.2,Premium,F,VS2,60.1,57.0,7865.0,6.82,6.76,4.08,3.0,4.0
19100,1.52,Very Good,I,SI2,59.8,62.0,7866.0,7.41,7.47,4.45,1.0,1.0
19101,1.2,Ideal,H,VS1,62.1,57.0,7869.0,6.77,6.82,4.22,4.0,2.0
19102,1.01,Ideal,F,VS1,61.1,59.0,7870.0,6.46,6.5,3.96,4.0,4.0
19103,1.22,Ideal,H,SI1,61.9,55.0,7870.0,6.82,6.87,4.24,2.0,2.0
19104,1.22,Premium,G,VS2,61.2,58.0,7870.0,6.91,6.81,4.2,3.0,3.0
19105,1.13,Premium,G,VVS2,61.4,58.0,7875.0,6.68,6.73,4.12,5.0,3.0
19106,1.51,Good,F,SI2,62.9,55.0,7875.0,7.22,7.28,4.56,1.0,4.0
19107,1.03,Ideal,G,VVS2,61.6,57.0,7876.0,6.48,6.51,4.0,5.0,3.0
19108,1.54,Very Good,E,SI2,59.0,62.0,7877.0,7.56,7.59,4.47,1.0,5.0
19109,1.0,Very Good,D,VS1,62.7,60.0,7877.0,6.31,6.36,3.97,4.0,6.0
19110,1.21,Very Good,F,SI1,60.2,60.0,7877.0,6.92,6.96,4.18,2.0,4.0
19111,1.2,Ideal,I,VVS2,61.5,56.0,7877.0,6.79,6.84,4.19,5.0,1.0
19112,1.05,Premium,F,VS1,61.0,58.0,7879.0,6.6,6.55,4.01,4.0,4.0
19113,1.03,Ideal,G,VS1,61.8,56.0,7880.0,6.46,6.51,4.01,4.0,3.0
19114,1.18,Premium,G,VVS2,61.0,58.0,7881.0,6.79,6.84,4.16,5.0,3.0
19115,1.23,Ideal,I,VS1,61.1,57.0,7881.0,6.88,6.9,4.21,4.0,1.0
19116,1.01,Premium,F,VVS1,62.5,58.0,7882.0,6.41,6.35,3.99,6.0,4.0
19117,1.01,Very Good,G,VVS2,63.3,57.0,7885.0,6.31,6.36,4.01,5.0,3.0
19118,1.0,Ideal,G,VVS2,59.8,54.0,7885.0,6.58,6.54,3.92,5.0,3.0
19119,1.0,Ideal,G,VVS2,60.8,57.0,7885.0,6.47,6.45,3.93,5.0,3.0
19120,1.0,Premium,E,VS1,61.4,59.0,7885.0,6.44,6.42,3.95,4.0,5.0
19121,1.33,Ideal,I,VVS2,62.2,56.0,7887.0,7.01,7.04,4.37,5.0,1.0
19122,1.01,Ideal,F,VS1,62.0,57.0,7887.0,6.46,6.42,3.99,4.0,4.0
19123,1.5,Very Good,H,SI2,63.0,58.0,7888.0,7.2,7.25,4.55,1.0,2.0
19124,0.83,Very Good,D,IF,59.7,53.0,7889.0,6.14,6.23,3.69,7.0,6.0
19125,1.51,Very Good,I,SI1,63.1,56.0,7891.0,7.28,7.33,4.61,2.0,1.0
19126,1.39,Very Good,I,VS1,62.2,57.0,7893.0,7.17,7.1,4.44,4.0,1.0
19127,1.34,Ideal,F,SI1,61.7,55.0,7893.0,7.07,7.13,4.38,2.0,4.0
19128,1.5,Good,H,SI2,63.4,59.0,7897.0,7.2,7.25,4.58,1.0,2.0
19129,1.02,Ideal,G,VVS2,61.1,57.0,7898.0,6.48,6.51,3.97,5.0,3.0
19130,1.52,Premium,J,VS2,62.0,59.0,7899.0,7.31,7.28,4.52,3.0,0.0
19131,1.06,Very Good,E,VS1,63.0,58.0,7900.0,6.46,6.49,4.08,4.0,5.0
19132,1.06,Ideal,G,VVS2,61.0,57.0,7900.0,6.55,6.57,4.0,5.0,3.0
19133,1.23,Ideal,H,VS2,62.8,56.0,7900.0,6.76,6.84,4.27,3.0,2.0
19134,1.01,Ideal,E,VS2,60.4,58.0,7900.0,6.49,6.52,3.93,3.0,5.0
19135,1.65,Very Good,J,SI1,61.7,56.0,7903.0,7.61,7.66,4.71,2.0,0.0
19136,1.6,Premium,J,VS1,62.6,59.0,7903.0,7.51,7.4,4.66,4.0,0.0
19137,1.26,Premium,D,SI1,59.5,59.0,7903.0,7.13,7.06,4.22,2.0,6.0
19138,1.2,Ideal,D,SI1,62.7,55.0,7903.0,6.79,6.71,4.23,2.0,6.0
19139,1.12,Premium,F,VS1,61.8,59.0,7903.0,6.75,6.65,4.14,4.0,4.0
19140,1.12,Premium,F,VS1,61.2,58.0,7903.0,6.72,6.68,4.1,4.0,4.0
19141,1.56,Premium,J,VS2,61.7,58.0,7904.0,7.46,7.41,4.59,3.0,0.0
19142,1.21,Very Good,G,VS2,59.5,58.0,7906.0,6.96,7.03,4.16,3.0,3.0
19143,1.6,Very Good,I,SI2,62.2,59.0,7906.0,7.42,7.46,4.63,1.0,1.0
19144,1.03,Ideal,F,VS1,61.5,56.0,7906.0,6.47,6.53,4.0,4.0,4.0
19145,1.52,Premium,H,SI2,62.0,58.0,7906.0,7.37,7.34,4.56,1.0,2.0
19146,1.2,Very Good,D,SI1,62.6,59.0,7909.0,6.71,6.75,4.21,2.0,6.0
19147,1.07,Premium,E,VS1,62.0,60.0,7909.0,6.58,6.49,4.05,4.0,5.0
19148,1.26,Very Good,G,SI1,63.3,58.0,7910.0,6.88,6.84,4.34,2.0,3.0
19149,1.55,Premium,J,VS2,60.7,59.0,7911.0,7.47,7.5,4.54,3.0,0.0
19150,1.67,Very Good,J,SI1,62.3,59.0,7911.0,7.59,7.63,4.74,2.0,0.0
19151,1.21,Good,F,VS2,63.7,58.0,7911.0,6.67,6.71,4.26,3.0,4.0
19152,1.5,Fair,I,SI1,56.7,63.0,7912.0,7.52,7.57,4.28,2.0,1.0
19153,1.01,Good,F,VVS2,62.7,61.0,7915.0,6.3,6.34,3.96,5.0,4.0
19154,1.51,Very Good,D,SI2,63.2,59.0,7915.0,7.25,7.18,4.56,1.0,6.0
19155,1.19,Ideal,D,VS2,60.4,56.0,7916.0,6.87,6.93,4.17,3.0,6.0
19156,1.02,Ideal,F,VS1,61.5,56.0,7916.0,6.47,6.5,3.99,4.0,4.0
19157,1.11,Ideal,G,VS1,62.1,57.0,7917.0,6.61,6.63,4.11,4.0,3.0
19158,1.11,Ideal,G,VS1,61.6,56.0,7917.0,6.64,6.67,4.1,4.0,3.0
